timestamp,customer_id,session_id,page,action,device,source
2022-02-09 15:32:00,CUS02090,SES000001,accueil,view,desktop,facebook
2022-02-09 15:36:00,CUS02090,SES000001,categorie,view,desktop,facebook
2022-12-19 07:23:00,CUS02745,SES000002,accueil,view,mobile,google
2023-12-04 17:43:00,,SES000003,accueil,view,mobile,facebook
2023-12-04 17:46:00,,SES000003,categorie,view,mobile,facebook
2023-12-04 17:53:00,,SES000003,fiche_produit,view,mobile,facebook
2023-09-08 21:12:00,,SES000004,accueil,view,mobile,facebook
2023-09-08 21:13:00,,SES000004,categorie,view,mobile,facebook
2023-09-08 21:14:00,,SES000004,fiche_produit,view,mobile,facebook
2023-04-11 23:41:00,,SES000005,accueil,view,desktop,direct
2023-04-11 23:42:00,,SES000005,categorie,view,desktop,direct
2023-10-05 14:07:00,CUS00629,SES000006,accueil,view,mobile,google
2022-11-16 16:10:00,CUS02825,SES000007,accueil,view,mobile,facebook
2022-03-20 09:41:00,CUS01793,SES000008,accueil,view,desktop,facebook
2024-06-02 18:47:00,CUS01760,SES000009,accueil,view,mobile,google
2024-06-02 18:51:00,CUS01760,SES000009,categorie,view,mobile,google
2023-01-18 09:46:00,CUS01247,SES000010,accueil,view,mobile,google
2023-01-18 09:51:00,CUS01247,SES000010,categorie,view,mobile,google
2022-07-21 22:20:00,CUS00267,SES000011,accueil,view,mobile,google
2022-07-21 22:21:00,CUS00267,SES000011,categorie,view,mobile,google
2024-01-04 20:59:00,CUS02669,SES000012,accueil,view,desktop,google
2024-01-04 21:02:00,CUS02669,SES000012,categorie,view,desktop,google
2022-12-22 16:36:00,CUS01641,SES000013,accueil,view,tablet,direct
2022-12-22 16:38:00,CUS01641,SES000013,categorie,view,tablet,direct
2022-12-22 16:40:00,CUS01641,SES000013,fiche_produit,view,tablet,direct
2023-10-04 14:04:00,CUS00261,SES000014,accueil,view,mobile,google
2023-10-04 14:05:00,CUS00261,SES000014,categorie,view,mobile,google
2023-10-04 14:10:00,CUS00261,SES000014,fiche_produit,view,mobile,google
2023-10-04 14:07:00,CUS00261,SES000014,panier,add_to_cart,mobile,google
2024-01-09 07:22:00,CUS00947,SES000015,accueil,view,desktop,google
2023-12-31 07:11:00,CUS01057,SES000016,accueil,view,mobile,direct
2023-12-31 07:15:00,CUS01057,SES000016,categorie,view,mobile,direct
2023-04-25 10:40:00,CUS00814,SES000017,accueil,view,mobile,google
2023-04-25 10:45:00,CUS00814,SES000017,categorie,view,mobile,google
2023-04-25 10:44:00,CUS00814,SES000017,fiche_produit,view,mobile,google
2022-09-20 20:31:00,CUS01616,SES000018,accueil,view,mobile,google
2022-09-20 20:32:00,CUS01616,SES000018,categorie,view,mobile,google
2023-10-07 13:34:00,CUS02318,SES000019,accueil,view,tablet,tiktok
2023-10-07 13:37:00,CUS02318,SES000019,categorie,view,tablet,tiktok
2023-02-18 10:35:00,CUS02279,SES000020,accueil,view,tablet,email
2023-02-18 10:38:00,CUS02279,SES000020,categorie,view,tablet,email
2023-02-18 10:45:00,CUS02279,SES000020,fiche_produit,view,tablet,email
2022-02-04 23:16:00,CUS02293,SES000021,accueil,view,mobile,tiktok
2022-11-08 21:57:00,CUS02459,SES000022,accueil,view,tablet,direct
2022-11-08 22:01:00,CUS02459,SES000022,categorie,view,tablet,direct
2023-09-20 15:36:00,CUS02201,SES000023,accueil,view,mobile,direct
2023-04-04 20:02:00,CUS01059,SES000024,accueil,view,mobile,google
2023-04-04 20:05:00,CUS01059,SES000024,categorie,view,mobile,google
2023-04-04 20:08:00,CUS01059,SES000024,fiche_produit,view,mobile,google
2023-04-04 20:14:00,CUS01059,SES000024,panier,add_to_cart,mobile,google
2023-04-04 20:14:00,CUS01059,SES000024,checkout,view,mobile,google
2022-04-11 23:29:00,CUS00513,SES000025,accueil,view,mobile,google
2024-06-13 21:28:00,CUS00044,SES000026,accueil,view,tablet,facebook
2024-06-13 21:29:00,CUS00044,SES000026,categorie,view,tablet,facebook
2024-06-13 21:32:00,CUS00044,SES000026,fiche_produit,view,tablet,facebook
2023-04-23 09:16:00,CUS02800,SES000027,accueil,view,desktop,email
2023-04-23 09:21:00,CUS02800,SES000027,categorie,view,desktop,email
2023-02-14 22:25:00,CUS02130,SES000028,accueil,view,mobile,facebook
2023-04-21 14:15:00,CUS01434,SES000029,accueil,view,mobile,instagram
2023-04-21 14:20:00,CUS01434,SES000029,categorie,view,mobile,instagram
2024-04-03 22:54:00,CUS02208,SES000030,accueil,view,desktop,facebook
2024-04-03 22:57:00,CUS02208,SES000030,categorie,view,desktop,facebook
2022-06-23 16:17:00,CUS02215,SES000031,accueil,view,mobile,facebook
2022-06-23 16:21:00,CUS02215,SES000031,categorie,view,mobile,facebook
2022-06-23 16:27:00,CUS02215,SES000031,fiche_produit,view,mobile,facebook
2022-04-16 19:55:00,CUS01134,SES000032,accueil,view,mobile,direct
2022-04-16 20:00:00,CUS01134,SES000032,categorie,view,mobile,direct
2022-04-16 20:05:00,CUS01134,SES000032,fiche_produit,view,mobile,direct
2022-03-14 22:21:00,,SES000033,accueil,view,desktop,instagram
2024-03-10 23:42:00,CUS02177,SES000034,accueil,view,desktop,tiktok
2023-08-29 14:23:00,CUS01930,SES000035,accueil,view,desktop,facebook
2023-08-29 14:27:00,CUS01930,SES000035,categorie,view,desktop,facebook
2023-08-29 14:29:00,CUS01930,SES000035,fiche_produit,view,desktop,facebook
2022-12-15 11:00:00,CUS01165,SES000036,accueil,view,desktop,direct
2022-12-15 11:03:00,CUS01165,SES000036,categorie,view,desktop,direct
2022-12-15 11:02:00,CUS01165,SES000036,fiche_produit,view,desktop,direct
2022-12-15 11:09:00,CUS01165,SES000036,panier,add_to_cart,desktop,direct
2022-12-15 11:16:00,CUS01165,SES000036,checkout,view,desktop,direct
2022-12-15 11:15:00,CUS01165,SES000036,confirmation,purchase,desktop,direct
2023-12-01 16:34:00,CUS02473,SES000037,accueil,view,mobile,google
2023-12-01 16:35:00,CUS02473,SES000037,categorie,view,mobile,google
2023-08-27 07:15:00,CUS02540,SES000038,accueil,view,mobile,instagram
2022-02-01 16:13:00,CUS02460,SES000039,accueil,view,mobile,google
2022-02-01 16:16:00,CUS02460,SES000039,categorie,view,mobile,google
2022-02-01 16:23:00,CUS02460,SES000039,fiche_produit,view,mobile,google
2022-02-01 16:19:00,CUS02460,SES000039,panier,add_to_cart,mobile,google
2022-02-01 16:33:00,CUS02460,SES000039,checkout,view,mobile,google
2022-02-01 16:33:00,CUS02460,SES000039,confirmation,purchase,mobile,google
2024-01-27 18:14:00,CUS01177,SES000040,accueil,view,mobile,tiktok
2024-01-27 18:17:00,CUS01177,SES000040,categorie,view,mobile,tiktok
2024-01-27 18:16:00,CUS01177,SES000040,fiche_produit,view,mobile,tiktok
2024-01-27 18:29:00,CUS01177,SES000040,panier,add_to_cart,mobile,tiktok
2022-09-21 15:42:00,CUS01714,SES000041,accueil,view,desktop,instagram
2022-09-21 15:47:00,CUS01714,SES000041,categorie,view,desktop,instagram
2024-06-19 09:59:00,CUS02157,SES000042,accueil,view,mobile,instagram
2024-02-10 19:36:00,,SES000043,accueil,view,desktop,google
2024-02-10 19:41:00,,SES000043,categorie,view,desktop,google
2024-02-10 19:38:00,,SES000043,fiche_produit,view,desktop,google
2024-02-10 19:39:00,,SES000043,panier,add_to_cart,desktop,google
2022-05-14 11:33:00,CUS02272,SES000044,accueil,view,desktop,google
2022-05-14 11:35:00,CUS02272,SES000044,categorie,view,desktop,google
2022-05-14 11:43:00,CUS02272,SES000044,fiche_produit,view,desktop,google
2022-07-21 18:04:00,CUS00551,SES000045,accueil,view,mobile,facebook
2022-06-29 12:49:00,CUS00734,SES000046,accueil,view,mobile,tiktok
2022-06-29 12:54:00,CUS00734,SES000046,categorie,view,mobile,tiktok
2022-06-29 12:55:00,CUS00734,SES000046,fiche_produit,view,mobile,tiktok
2022-06-29 13:01:00,CUS00734,SES000046,panier,add_to_cart,mobile,tiktok
2022-01-02 18:42:00,,SES000047,accueil,view,desktop,google
2022-08-11 17:07:00,CUS02051,SES000048,accueil,view,mobile,instagram
2022-08-11 17:11:00,CUS02051,SES000048,categorie,view,mobile,instagram
2022-08-11 17:09:00,CUS02051,SES000048,fiche_produit,view,mobile,instagram
2024-02-29 14:42:00,,SES000049,accueil,view,desktop,email
2024-02-29 14:45:00,,SES000049,categorie,view,desktop,email
2023-04-20 22:06:00,CUS01506,SES000050,accueil,view,desktop,direct
2022-12-29 22:19:00,CUS01573,SES000051,accueil,view,tablet,google
2022-12-29 22:21:00,CUS01573,SES000051,categorie,view,tablet,google
2022-08-24 06:22:00,,SES000052,accueil,view,mobile,facebook
2022-08-24 06:23:00,,SES000052,categorie,view,mobile,facebook
2022-08-24 06:26:00,,SES000052,fiche_produit,view,mobile,facebook
2022-09-19 18:45:00,CUS01562,SES000053,accueil,view,desktop,google
2022-09-19 18:46:00,CUS01562,SES000053,categorie,view,desktop,google
2022-09-19 18:53:00,CUS01562,SES000053,fiche_produit,view,desktop,google
2023-05-23 11:13:00,CUS01653,SES000054,accueil,view,desktop,google
2022-12-08 09:22:00,CUS01044,SES000055,accueil,view,mobile,google
2022-12-08 09:26:00,CUS01044,SES000055,categorie,view,mobile,google
2023-09-09 15:36:00,,SES000056,accueil,view,tablet,email
2023-09-09 15:40:00,,SES000056,categorie,view,tablet,email
2023-09-09 15:46:00,,SES000056,fiche_produit,view,tablet,email
2022-05-11 14:24:00,CUS02997,SES000057,accueil,view,mobile,google
2022-05-11 14:26:00,CUS02997,SES000057,categorie,view,mobile,google
2022-05-11 14:28:00,CUS02997,SES000057,fiche_produit,view,mobile,google
2024-01-13 15:38:00,CUS00756,SES000058,accueil,view,tablet,instagram
2024-01-13 15:40:00,CUS00756,SES000058,categorie,view,tablet,instagram
2024-01-13 15:48:00,CUS00756,SES000058,fiche_produit,view,tablet,instagram
2024-04-22 10:35:00,,SES000059,accueil,view,mobile,direct
2023-06-30 13:33:00,CUS02353,SES000060,accueil,view,mobile,google
2023-06-30 13:35:00,CUS02353,SES000060,categorie,view,mobile,google
2023-06-30 13:41:00,CUS02353,SES000060,fiche_produit,view,mobile,google
2022-04-11 16:09:00,CUS02410,SES000061,accueil,view,mobile,direct
2022-10-06 20:20:00,CUS02965,SES000062,accueil,view,desktop,tiktok
2023-10-10 06:24:00,CUS02011,SES000063,accueil,view,mobile,facebook
2023-05-02 23:34:00,CUS01510,SES000064,accueil,view,desktop,email
2023-05-02 23:37:00,CUS01510,SES000064,categorie,view,desktop,email
2022-02-07 09:48:00,CUS02095,SES000065,accueil,view,desktop,facebook
2022-02-07 09:49:00,CUS02095,SES000065,categorie,view,desktop,facebook
2022-02-07 09:56:00,CUS02095,SES000065,fiche_produit,view,desktop,facebook
2022-02-07 10:03:00,CUS02095,SES000065,panier,add_to_cart,desktop,facebook
2024-03-08 08:40:00,CUS02937,SES000066,accueil,view,mobile,email
2022-07-07 11:34:00,,SES000067,accueil,view,mobile,instagram
2023-02-03 08:20:00,CUS00958,SES000068,accueil,view,mobile,facebook
2023-07-23 23:10:00,CUS00006,SES000069,accueil,view,mobile,facebook
2023-07-23 23:15:00,CUS00006,SES000069,categorie,view,mobile,facebook
2023-07-05 10:38:00,CUS00455,SES000070,accueil,view,mobile,google
2023-07-05 10:41:00,CUS00455,SES000070,categorie,view,mobile,google
2022-12-22 21:47:00,CUS01576,SES000071,accueil,view,mobile,email
2023-06-25 13:46:00,CUS01720,SES000072,accueil,view,mobile,google
2023-06-25 13:48:00,CUS01720,SES000072,categorie,view,mobile,google
2023-06-25 13:54:00,CUS01720,SES000072,fiche_produit,view,mobile,google
2022-11-24 15:07:00,CUS01461,SES000073,accueil,view,desktop,email
2022-11-24 15:08:00,CUS01461,SES000073,categorie,view,desktop,email
2022-11-24 15:17:00,CUS01461,SES000073,fiche_produit,view,desktop,email
2022-11-24 15:10:00,CUS01461,SES000073,panier,add_to_cart,desktop,email
2022-11-24 15:27:00,CUS01461,SES000073,checkout,view,desktop,email
2022-11-24 15:12:00,CUS01461,SES000073,confirmation,purchase,desktop,email
2023-06-03 09:04:00,CUS00451,SES000074,accueil,view,mobile,email
2022-02-23 10:56:00,CUS01618,SES000075,accueil,view,desktop,instagram
2022-02-23 11:00:00,CUS01618,SES000075,categorie,view,desktop,instagram
2022-02-23 11:04:00,CUS01618,SES000075,fiche_produit,view,desktop,instagram
2023-07-10 09:45:00,CUS01911,SES000076,accueil,view,mobile,google
2023-03-02 12:55:00,,SES000077,accueil,view,desktop,google
2023-09-26 14:13:00,CUS00488,SES000078,accueil,view,mobile,direct
2023-09-26 14:15:00,CUS00488,SES000078,categorie,view,mobile,direct
2023-09-26 14:23:00,CUS00488,SES000078,fiche_produit,view,mobile,direct
2023-12-08 19:57:00,CUS01733,SES000079,accueil,view,mobile,google
2023-12-08 20:01:00,CUS01733,SES000079,categorie,view,mobile,google
2022-11-09 22:08:00,CUS02881,SES000080,accueil,view,mobile,google
2023-04-03 14:00:00,CUS02281,SES000081,accueil,view,tablet,direct
2023-04-03 14:04:00,CUS02281,SES000081,categorie,view,tablet,direct
2023-04-03 14:04:00,CUS02281,SES000081,fiche_produit,view,tablet,direct
2022-04-16 09:38:00,CUS00785,SES000082,accueil,view,mobile,google
2022-05-10 16:16:00,CUS00974,SES000083,accueil,view,desktop,instagram
2022-05-10 16:20:00,CUS00974,SES000083,categorie,view,desktop,instagram
2023-08-25 13:30:00,CUS02312,SES000084,accueil,view,mobile,google
2023-08-25 13:35:00,CUS02312,SES000084,categorie,view,mobile,google
2023-08-25 13:34:00,CUS02312,SES000084,fiche_produit,view,mobile,google
2022-11-09 14:53:00,CUS00540,SES000085,accueil,view,mobile,direct
2023-11-23 21:55:00,CUS00094,SES000086,accueil,view,tablet,google
2024-03-07 10:14:00,CUS00868,SES000087,accueil,view,tablet,facebook
2024-03-07 10:16:00,CUS00868,SES000087,categorie,view,tablet,facebook
2022-05-31 08:15:00,CUS01894,SES000088,accueil,view,mobile,google
2022-05-31 08:18:00,CUS01894,SES000088,categorie,view,mobile,google
2022-05-31 08:23:00,CUS01894,SES000088,fiche_produit,view,mobile,google
2022-05-31 08:30:00,CUS01894,SES000088,panier,add_to_cart,mobile,google
2022-05-31 08:31:00,CUS01894,SES000088,checkout,view,mobile,google
2023-12-19 18:35:00,CUS01410,SES000089,accueil,view,mobile,instagram
2024-02-29 22:03:00,CUS00114,SES000090,accueil,view,tablet,google
2024-02-29 22:07:00,CUS00114,SES000090,categorie,view,tablet,google
2023-09-04 07:14:00,,SES000091,accueil,view,mobile,direct
2023-09-04 07:17:00,,SES000091,categorie,view,mobile,direct
2023-09-04 07:24:00,,SES000091,fiche_produit,view,mobile,direct
2022-02-20 13:48:00,,SES000092,accueil,view,mobile,google
2022-02-20 13:52:00,,SES000092,categorie,view,mobile,google
2023-02-06 07:40:00,CUS02547,SES000093,accueil,view,desktop,direct
2023-02-06 07:42:00,CUS02547,SES000093,categorie,view,desktop,direct
2023-02-06 07:42:00,CUS02547,SES000093,fiche_produit,view,desktop,direct
2023-07-11 13:04:00,CUS02651,SES000094,accueil,view,desktop,google
2023-07-11 13:08:00,CUS02651,SES000094,categorie,view,desktop,google
2023-07-11 13:14:00,CUS02651,SES000094,fiche_produit,view,desktop,google
2022-12-31 23:20:00,CUS00514,SES000095,accueil,view,mobile,google
2022-12-31 23:23:00,CUS00514,SES000095,categorie,view,mobile,google
2022-12-31 23:30:00,CUS00514,SES000095,fiche_produit,view,mobile,google
2023-10-29 11:41:00,CUS01155,SES000096,accueil,view,desktop,instagram
2023-10-28 19:27:00,CUS01800,SES000097,accueil,view,desktop,google
2023-02-28 11:23:00,CUS00778,SES000098,accueil,view,mobile,google
2023-02-28 11:24:00,CUS00778,SES000098,categorie,view,mobile,google
2023-02-28 11:25:00,CUS00778,SES000098,fiche_produit,view,mobile,google
2022-08-31 11:13:00,CUS01434,SES000099,accueil,view,desktop,google
2022-08-31 11:17:00,CUS01434,SES000099,categorie,view,desktop,google
2022-08-31 11:23:00,CUS01434,SES000099,fiche_produit,view,desktop,google
2024-01-21 06:04:00,CUS00520,SES000100,accueil,view,mobile,google
2024-01-21 06:09:00,CUS00520,SES000100,categorie,view,mobile,google
2024-01-21 06:08:00,CUS00520,SES000100,fiche_produit,view,mobile,google
2023-12-13 08:36:00,CUS00250,SES000101,accueil,view,mobile,facebook
2023-12-13 08:37:00,CUS00250,SES000101,categorie,view,mobile,facebook
2023-12-13 08:42:00,CUS00250,SES000101,fiche_produit,view,mobile,facebook
2023-12-13 08:48:00,CUS00250,SES000101,panier,add_to_cart,mobile,facebook
2023-05-06 06:51:00,,SES000102,accueil,view,tablet,direct
2023-05-06 06:52:00,,SES000102,categorie,view,tablet,direct
2022-01-27 18:31:00,CUS02076,SES000103,accueil,view,mobile,facebook
2022-08-06 09:10:00,CUS02095,SES000104,accueil,view,mobile,tiktok
2023-12-09 14:26:00,CUS02518,SES000105,accueil,view,mobile,direct
2023-12-09 14:31:00,CUS02518,SES000105,categorie,view,mobile,direct
2023-12-09 14:36:00,CUS02518,SES000105,fiche_produit,view,mobile,direct
2022-06-11 11:34:00,CUS00603,SES000106,accueil,view,mobile,tiktok
2022-06-11 11:35:00,CUS00603,SES000106,categorie,view,mobile,tiktok
2023-03-20 18:48:00,CUS00563,SES000107,accueil,view,tablet,instagram
2023-03-20 18:52:00,CUS00563,SES000107,categorie,view,tablet,instagram
2023-03-20 18:52:00,CUS00563,SES000107,fiche_produit,view,tablet,instagram
2022-08-01 17:40:00,CUS02131,SES000108,accueil,view,tablet,google
2022-08-11 12:55:00,CUS01045,SES000109,accueil,view,mobile,direct
2022-09-28 13:49:00,CUS01575,SES000110,accueil,view,mobile,instagram
2022-09-28 13:50:00,CUS01575,SES000110,categorie,view,mobile,instagram
2022-09-28 13:51:00,CUS01575,SES000110,fiche_produit,view,mobile,instagram
2022-09-28 13:55:00,CUS01575,SES000110,panier,add_to_cart,mobile,instagram
2023-04-03 23:38:00,CUS01030,SES000111,accueil,view,desktop,google
2023-10-07 18:14:00,CUS02705,SES000112,accueil,view,mobile,email
2023-10-07 18:18:00,CUS02705,SES000112,categorie,view,mobile,email
2023-11-08 07:24:00,CUS02019,SES000113,accueil,view,mobile,google
2024-01-08 11:48:00,CUS00103,SES000114,accueil,view,tablet,email
2024-01-08 11:52:00,CUS00103,SES000114,categorie,view,tablet,email
2024-02-22 07:19:00,CUS01345,SES000115,accueil,view,desktop,facebook
2024-06-25 12:46:00,CUS01573,SES000116,accueil,view,tablet,email
2024-03-31 11:41:00,CUS00801,SES000117,accueil,view,desktop,google
2024-03-31 11:42:00,CUS00801,SES000117,categorie,view,desktop,google
2023-09-21 19:04:00,,SES000118,accueil,view,mobile,direct
2023-09-21 19:09:00,,SES000118,categorie,view,mobile,direct
2023-09-21 19:08:00,,SES000118,fiche_produit,view,mobile,direct
2023-09-21 19:13:00,,SES000118,panier,add_to_cart,mobile,direct
2024-03-03 21:38:00,CUS02100,SES000119,accueil,view,mobile,direct
2024-06-20 16:41:00,,SES000120,accueil,view,desktop,tiktok
2024-06-20 16:43:00,,SES000120,categorie,view,desktop,tiktok
2024-06-20 16:43:00,,SES000120,fiche_produit,view,desktop,tiktok
2023-10-28 23:14:00,CUS01603,SES000121,accueil,view,mobile,google
2023-10-28 23:15:00,CUS01603,SES000121,categorie,view,mobile,google
2023-10-28 23:24:00,CUS01603,SES000121,fiche_produit,view,mobile,google
2023-10-28 23:17:00,CUS01603,SES000121,panier,add_to_cart,mobile,google
2023-11-05 08:39:00,CUS02159,SES000122,accueil,view,desktop,facebook
2023-11-05 08:40:00,CUS02159,SES000122,categorie,view,desktop,facebook
2023-11-05 08:41:00,CUS02159,SES000122,fiche_produit,view,desktop,facebook
2022-02-18 07:10:00,CUS02347,SES000123,accueil,view,mobile,google
2022-02-18 07:11:00,CUS02347,SES000123,categorie,view,mobile,google
2022-02-18 07:16:00,CUS02347,SES000123,fiche_produit,view,mobile,google
2022-06-03 10:07:00,CUS02475,SES000124,accueil,view,desktop,facebook
2023-06-16 09:27:00,CUS01809,SES000125,accueil,view,desktop,google
2024-03-04 15:59:00,,SES000126,accueil,view,desktop,direct
2024-03-04 16:03:00,,SES000126,categorie,view,desktop,direct
2024-06-13 20:01:00,CUS00245,SES000127,accueil,view,desktop,google
2024-06-13 20:05:00,CUS00245,SES000127,categorie,view,desktop,google
2023-04-02 08:08:00,,SES000128,accueil,view,desktop,google
2023-04-02 08:10:00,,SES000128,categorie,view,desktop,google
2022-01-27 07:09:00,CUS00947,SES000129,accueil,view,mobile,google
2022-01-27 07:10:00,CUS00947,SES000129,categorie,view,mobile,google
2022-01-22 06:53:00,CUS01002,SES000130,accueil,view,mobile,tiktok
2023-04-06 19:07:00,CUS01925,SES000131,accueil,view,mobile,direct
2022-05-31 06:47:00,CUS01171,SES000132,accueil,view,mobile,google
2022-05-31 06:52:00,CUS01171,SES000132,categorie,view,mobile,google
2022-12-11 14:37:00,CUS00025,SES000133,accueil,view,mobile,facebook
2023-10-23 22:25:00,CUS00337,SES000134,accueil,view,mobile,facebook
2023-10-23 22:27:00,CUS00337,SES000134,categorie,view,mobile,facebook
2022-03-04 18:46:00,CUS02812,SES000135,accueil,view,mobile,email
2022-03-04 18:50:00,CUS02812,SES000135,categorie,view,mobile,email
2022-10-20 07:50:00,CUS00132,SES000136,accueil,view,desktop,direct
2022-10-20 07:52:00,CUS00132,SES000136,categorie,view,desktop,direct
2022-10-20 07:54:00,CUS00132,SES000136,fiche_produit,view,desktop,direct
2022-10-20 07:59:00,CUS00132,SES000136,panier,add_to_cart,desktop,direct
2022-10-20 07:58:00,CUS00132,SES000136,checkout,view,desktop,direct
